sender,receiver,amount,timestamp,is_fraud
0x17a8cd77239baa8b321bd21ddf7b5ccd07317c26,0x60bfa30dd109b831e2a0bf993c2e0c59f5567ef5,8505.090596549533,2025-03-27 01:10:21,0
0xe3b66c721f3695a3640716130db26b6a40591a02,0x1ce495d4f669f52cfc657866c2b07c01a771ac75,1965.9075621439254,2025-04-23 01:10:21,1
0x242a731558f2c906e658d9d58b3cbb00f5282afc,0xc1f201d70ae63c73ced5ed59bbb8a00032b3b867,7607.458068659788,2025-04-14 01:10:21,1
0x17d0577d94abf17ecd24b5551ba0ca6f5d4470c1,0xec176e580f953d86566c98f858f246b5c583f898,4171.484307929962,2025-03-31 01:10:21,0
0x56af8f63b02208fda66829f6547f61facfa40621,0x04937247839fcd42f791a1500fe9ac31ef0f5c43,37.86833034125061,2025-04-22 01:10:21,1
0xa7389c723ac5cedf58087327809571ce3f62125d,0xc1f201d70ae63c73ced5ed59bbb8a00032b3b867,6550.101771323617,2025-04-14 01:10:21,0
0xa96f0bc20907001ec2d8631caef2a2296688d7fe,0x83ad2e92efb29a0749a8f8d956421235d3810fcc,6656.1679286889475,2025-04-03 01:10:21,0
0xf2b27ab7e76808d73a933ae61fb3bf36b211422f,0xb6ffcd2c769b572ae9d9c81e9f974b41a97592aa,2797.215590484961,2025-04-23 01:10:21,0
0x5c42ac7a39ff1042e064f3fb6b4f69a4ff5652fc,0x17a8cd77239baa8b321bd21ddf7b5ccd07317c26,1112.6153587164974,2025-03-26 01:10:21,0
0x7116ec95272c87f93050b597a2313e152dccb801,0x6884f2f4d5ede24877f9037994753c835de81842,6926.530652595996,2025-03-25 01:10:21,1
0x026c647e7d9ce4602f72632ef7eb1df29f4f8796,0xb43103bf5b42338e6d16baa64188028dd334f44c,7531.753969513593,2025-04-20 01:10:21,1
0x953302d5ca66f4f82ee8ef7ce7c3d41646289199,0x953302d5ca66f4f82ee8ef7ce7c3d41646289199,5439.988904882836,2025-03-30 01:10:21,1
0x48a05d86dcb539ec2ab4589fb22f00208af92fc3,0x912198f67e41cb0edc4abaee5048e50a4bca17ac,9896.444952673743,2025-04-21 01:10:21,0
0x0c60b55abfd735185e1b21b6e2d298678595d6d1,0xcea2eface8ab076d386e84833e4286b9699a8c7a,7915.940664439813,2025-03-27 01:10:21,0
0xb0eb7160c896ca5db13d8811beae3695edd1f44a,0x8dff5826f33dbd66bbca90028569c6b625530ffc,7753.432690611888,2025-04-16 01:10:21,1
0xff36d94a0757ec3a7eeabc7c3136ed489cc9a16d,0x04937247839fcd42f791a1500fe9ac31ef0f5c43,5301.309175496789,2025-04-02 01:10:21,1
0xcfcbd29ab588daa6743dded437d1ad29d7c5ebfd,0x9fe94d981a859ba01ac84872870173e853a4911f,3810.8831885562927,2025-04-10 01:10:21,0
0xcb59e645bd306c573cf2aaa113a64a5ab62361f5,0x22b90e4635d31d31a0925eb39e283e2381063850,9223.696470508532,2025-04-06 01:10:21,0
0x7025295f1514f94284ff4f1a1d4a90d7a868e880,0xcfcbd29ab588daa6743dded437d1ad29d7c5ebfd,2817.2104752799823,2025-03-31 01:10:21,0
0x6a848e414d3baf43b54ad30bd7189e883c8d205e,0xb05ad002cf6e45849604db3a6a049d59cd7aca0d,3784.979678217698,2025-04-19 01:10:21,0
0x8eba6c64a8c6e02ddca5fa33631dd55e228395dc,0xa96f0bc20907001ec2d8631caef2a2296688d7fe,212.92654722133335,2025-03-25 01:10:21,0
0x6a4d3e1682c58b5ab164c11166956bb5bb34c4f0,0x865f6758770a5f33dda9d9096f2e6840014949f2,4411.94548145063,2025-04-02 01:10:21,0
0x2c63f1bbc0323c8171f3de368736fdd541439370,0x5c42ac7a39ff1042e064f3fb6b4f69a4ff5652fc,6198.37071899522,2025-04-10 01:10:21,1
0x8eba6c64a8c6e02ddca5fa33631dd55e228395dc,0x84173cf14f3245d41e58a3da192544300248dd83,2245.373616364234,2025-03-27 01:10:21,1
0xd2a7eeefa35eb2a2c4c8a04250114109aa98f49a,0xdf980743936baf5f84b91f3d421d6ec30b6e4457,7431.683018870341,2025-03-26 01:10:21,0
0x242a731558f2c906e658d9d58b3cbb00f5282afc,0xfd5ee79e5b7d9b6b1a625a0f1e216036be71f11d,7482.930644976493,2025-04-07 01:10:21,1
0x5738e8ebd21a22c4846e0237222077baaf635ba0,0xc1f201d70ae63c73ced5ed59bbb8a00032b3b867,1677.7261224929478,2025-04-01 01:10:21,0
0x07a230d44b462ad0f36d1e87e7dee30889810617,0x17a8cd77239baa8b321bd21ddf7b5ccd07317c26,8111.509483409759,2025-03-25 01:10:21,1
0xa7389c723ac5cedf58087327809571ce3f62125d,0x6a4d3e1682c58b5ab164c11166956bb5bb34c4f0,500.6998533824284,2025-04-02 01:10:21,1
0x843fa144a00ca3c6185b6d7e0e224237aa0faf42,0xf2b9998e3b7a2c1a511543dc8f5ad0d7ece113af,6155.484709971119,2025-04-01 01:10:21,1
0xf2b9998e3b7a2c1a511543dc8f5ad0d7ece113af,0x39800e22bfab28461679648166f3d40217dc4744,2583.817012809452,2025-04-04 01:10:21,0
0x39800e22bfab28461679648166f3d40217dc4744,0x8171fb0c642ffed91bb1832d1f76e359024d7ffb,5018.784724172156,2025-04-06 01:10:21,0
0xaf0d8c7b660b5f96277bfbf8758ec365aea3a462,0x1e32a51d286108262b683fa9e28c0514175f6f40,1125.7937929641116,2025-03-30 01:10:21,0
0x8eba6c64a8c6e02ddca5fa33631dd55e228395dc,0x7116ec95272c87f93050b597a2313e152dccb801,5205.563447042113,2025-03-30 01:10:21,0
0x83ad2e92efb29a0749a8f8d956421235d3810fcc,0x865f6758770a5f33dda9d9096f2e6840014949f2,1343.42667873926,2025-04-23 01:10:21,1
0xad347058524786901e4410e7963c32567df726c6,0x03cefaa9e31f54754c2ea96734e0599fef718a82,6644.169076425583,2025-04-20 01:10:21,1
0xb43103bf5b42338e6d16baa64188028dd334f44c,0xaf0d8c7b660b5f96277bfbf8758ec365aea3a462,6447.802155727169,2025-04-13 01:10:21,0
0x84173cf14f3245d41e58a3da192544300248dd83,0xa7389c723ac5cedf58087327809571ce3f62125d,3239.63299556725,2025-04-20 01:10:21,0
0x1ce495d4f669f52cfc657866c2b07c01a771ac75,0xf2b27ab7e76808d73a933ae61fb3bf36b211422f,3016.914068321025,2025-04-05 01:10:21,1
0xaf0d8c7b660b5f96277bfbf8758ec365aea3a462,0x304a9158d3e6ccb3f7b37661a429f657f83bf14a,3174.1407660612413,2025-04-17 01:10:21,1
0xca64ea41560fecf4dda94afa09deff78819ea466,0x953302d5ca66f4f82ee8ef7ce7c3d41646289199,1611.5661485538537,2025-03-26 01:10:21,0
0x9a3405c446713224c01c727a4fb40167f133bde1,0x8f5330ef0ba5a9de75fe362eb97a109aa68b01c3,8426.019820273983,2025-04-10 01:10:21,0
0x2a31a9d4e9aeb784cdeeb267bed7438f3444644a,0xad347058524786901e4410e7963c32567df726c6,8932.718543335475,2025-04-08 01:10:21,0
0xb2aefced20522c0a24abf0db8e2f3d716e49de2f,0xeae79dbe2112d508f8e3954d8865a8fa1d437a77,4425.2175561645445,2025-04-20 01:10:21,1
0x39800e22bfab28461679648166f3d40217dc4744,0x80ccda32d4d2e95e13ae8887480738fab8a2d358,1384.713364350396,2025-04-17 01:10:21,0
0x2c63f1bbc0323c8171f3de368736fdd541439370,0x48a05d86dcb539ec2ab4589fb22f00208af92fc3,3848.1744082204664,2025-04-04 01:10:21,1
0x8b9b895fd63e8047a96332545d1688dfab3a90f5,0x21cc3041fe73bee4847ecea1ab6751d66b9ac73b,5189.473404738026,2025-04-20 01:10:21,1
0x07a230d44b462ad0f36d1e87e7dee30889810617,0x464397d72896b4f8cfdf9abffa679857fbe61454,6485.153235582235,2025-04-22 01:10:21,0
0x242a731558f2c906e658d9d58b3cbb00f5282afc,0x1e32a51d286108262b683fa9e28c0514175f6f40,2502.207447338546,2025-04-07 01:10:21,1
0xb9df069f10b075ea81216c40cb7d362116300591,0xb51f7a2daed7b3eaa966f35d111791bf3ab29698,459.0141720097797,2025-03-26 01:10:21,0
0xd00050ad4592ebf1bf8ca19778777efc250d5b49,0xb05ad002cf6e45849604db3a6a049d59cd7aca0d,6604.66696354733,2025-04-17 01:10:21,0
0x6884f2f4d5ede24877f9037994753c835de81842,0xb05ad002cf6e45849604db3a6a049d59cd7aca0d,5282.134789503646,2025-04-11 01:10:21,0
0xeae79dbe2112d508f8e3954d8865a8fa1d437a77,0xe68016d70d89eea3813fdbab7d5ed14a2b4438e4,5361.086908409139,2025-04-13 01:10:21,0
0x84173cf14f3245d41e58a3da192544300248dd83,0x8188dc0b64edd4a92efcd6f5603cf140dee62054,7785.776505263065,2025-03-31 01:10:21,0
0xb9df069f10b075ea81216c40cb7d362116300591,0xcb59e645bd306c573cf2aaa113a64a5ab62361f5,7319.9423896783555,2025-03-27 01:10:21,1
0x242a731558f2c906e658d9d58b3cbb00f5282afc,0xcea2eface8ab076d386e84833e4286b9699a8c7a,5471.219488456607,2025-03-29 01:10:21,0
0x865f6758770a5f33dda9d9096f2e6840014949f2,0x80ccda32d4d2e95e13ae8887480738fab8a2d358,9089.9026431995,2025-04-02 01:10:21,1
0x1ce495d4f669f52cfc657866c2b07c01a771ac75,0xb6278387635f9a7abe684549f22b8c4d294980f3,6019.082992601627,2025-04-07 01:10:21,0
0xb9df069f10b075ea81216c40cb7d362116300591,0xe379561eb4d1bb0002d8d47c07535fc91c3b6186,7360.769748618529,2025-03-27 01:10:21,1
0x83ad2e92efb29a0749a8f8d956421235d3810fcc,0x70e4afa4ed14baa3ad9cc2b9c013d10e8c98c643,1529.1418695848151,2025-04-17 01:10:21,0
0x912198f67e41cb0edc4abaee5048e50a4bca17ac,0x89a048565a6c93b5928580e539450c5115ec1dc3,9400.07782429987,2025-04-18 01:10:21,1
0x84173cf14f3245d41e58a3da192544300248dd83,0x725d06199950b137b390badaaf9c9a4efb0f5312,7843.316593649748,2025-04-22 01:10:21,0
0x6884f2f4d5ede24877f9037994753c835de81842,0xb2aefced20522c0a24abf0db8e2f3d716e49de2f,5883.649475278839,2025-04-06 01:10:21,0
0xb0b6a419642a28b028ef60b18731a5493cb15f16,0x6a4d3e1682c58b5ab164c11166956bb5bb34c4f0,1761.7461853450675,2025-04-22 01:10:21,0
0xcea2eface8ab076d386e84833e4286b9699a8c7a,0x0c60b55abfd735185e1b21b6e2d298678595d6d1,6473.5399290573705,2025-04-12 01:10:21,0
0x70e4afa4ed14baa3ad9cc2b9c013d10e8c98c643,0x9fe94d981a859ba01ac84872870173e853a4911f,1889.7002586472129,2025-04-20 01:10:21,0
0x9a3405c446713224c01c727a4fb40167f133bde1,0xd00050ad4592ebf1bf8ca19778777efc250d5b49,4793.375008844574,2025-04-08 01:10:21,1
0x79cc3a6a06474d2b92d378d451b2bd44392acc98,0x94f5ea0b496f69e30558e86d3735f81f3b77e8ca,6198.180382055294,2025-04-14 01:10:21,0
0x6926efe90dd00fc843ff668ddb5950c1e4b40f2f,0x5bb72adbf036c91c71b2864965b7f3e13832a2fb,3126.821887023051,2025-04-11 01:10:21,0
0xfd5ee79e5b7d9b6b1a625a0f1e216036be71f11d,0x526f526642dd74cdfbe25b9180f5c2eeb0e37ed5,2987.976121224113,2025-04-01 01:10:21,0
0x46cc73ef0c0d0c70a2ac89b3a45dbc8904e08c85,0xcea2eface8ab076d386e84833e4286b9699a8c7a,6518.371193096112,2025-03-28 01:10:21,0
0xb2aefced20522c0a24abf0db8e2f3d716e49de2f,0xff36d94a0757ec3a7eeabc7c3136ed489cc9a16d,5951.0512509589935,2025-04-21 01:10:21,1
0x242a731558f2c906e658d9d58b3cbb00f5282afc,0x79cc3a6a06474d2b92d378d451b2bd44392acc98,450.385968476696,2025-04-16 01:10:21,1
0xb9df069f10b075ea81216c40cb7d362116300591,0xcb59e645bd306c573cf2aaa113a64a5ab62361f5,1015.0728689424883,2025-04-20 01:10:21,0
0x7116ec95272c87f93050b597a2313e152dccb801,0x464397d72896b4f8cfdf9abffa679857fbe61454,7162.335444646601,2025-04-16 01:10:21,0
0x9202e3d1713e9359820f0338db918bc7bd7ef998,0x8b6a7b5bf29eba48a9e13e00fb5694925f0a4362,1583.602586384856,2025-04-13 01:10:21,0
0x79cc3a6a06474d2b92d378d451b2bd44392acc98,0xf2b27ab7e76808d73a933ae61fb3bf36b211422f,7289.355016788975,2025-04-20 01:10:21,1
